postId,postAuthor,postText,creationTime,postUrl,commentAuthorName,commentText,commentId,depth,postAuthor_gender_hybrid
1361349824916610,Lider Universitario,,05/22/2025 030503 PM,1361349824916610.0,,,,,male
1361335378251388,Isaias Ospitia Lopez,,05/22/2025 023129 PM,1361335378251388.0,,,,,male
1361320651586194,Kaleth Garcia,Buenas tardes se encontro el siguiente ficho de moto,05/22/2025 015734 PM,1361320651586194.0,,,,,male
1361189294932663,Maortz Ortz,"Tesina 

Monografia 

Proyecto de tesis , grado , investigacion, publicacion, cientifica 

Proyectos de aula

Proyectos corporativos 

Articulos cientificos para publicar en revista publindex de cuarteles Q1, Q2, Q3,Q3 y A1 y A2

Informes y ensayos de  investigacion academico , grado practica 

Informes empresariales 

Informes corporativos 

Articulo cientifico , de investigacion, academico,grado publicacion 

Revision sistematica 

Revision bibliografica 

Propuesta de investigacion y grado 

Anteproyecto de investigacion y opcion de grado

Preparacion para sustentacion de tesis de grado , TFM

Asesorias psicologicas 

Asesorias academicas 

Talleres 

Trabajos 

Tareas

Lineas de tiempo 

Mapas conceptual y mental 

Cuadros sinopticos y comparativos

Correccion redaccion terminacion aplicacion de normas apa 7 edicion y Vancouver para tesis de grado ,tesina , monografia, proyectos trabajos 

Para mas informacion al WhatsApp +573138885054",05/22/2025 094814 AM,1361189294932663.0,,,,,male
1361187841599475,Anonymous participant,"Venta de  2 mesas y una cama, por motivos de viaje, mas informacion  al 3115353522.",05/22/2025 094552 AM,1361187841599475.0,,,,,anonymous
1361174964934096,Anonymous participant,busco tutor para sistemas de potencia. tema: fallas,05/22/2025 092306 AM,1361174964934096.0,,,,,anonymous
1359231775128415,Fer Ruiz,,05/19/2025 123111 PM,1359231775128415.0,,,,,female
1360565714995021,Anonymous participant,"Arriendo habitacion amplia y economica para dama. Cerca a megamall, UCC, HUS. 3163787253 3155522423",05/21/2025 113115 AM,1360565714995021.0,,,,,anonymous
1360827444968848,Esperanza Mejia,Arriendo habitacion amoblada con bano privado cerca a la universidad uis inf 3142531326,05/21/2025 091201 PM,1360827444968848.0,,,,,female
1360769004974692,Audyn Gabriel Gamboa Jerez,,05/21/2025 070032 PM,1360769004974692.0,,,,,male
1360765421641717,Soluciones Academicas,"**!Hola a todos!**

[https://wa.me/573506899469](https://wa.me/573506899469)

[https://www.solucionesacademicaspro.com/](https://www.solucionesacademicaspro.com/)

Te **acompanamos** en todo tu proceso educativo en **pregrados y postgrados **en ciencias exactas, ingenierias, economia. **Somos lideres **en el sector educativo desde hace **11 anos**.

**!Deja tu educacion en manos expertas!**",05/21/2025 065116 PM,1360765421641717.0,,,,,female
1360765094975083,Soluciones Academicas,"**!Hola a todos!**

[https://wa.me/573506899469](https://wa.me/573506899469)

[https://www.solucionesacademicaspro.com/](https://www.solucionesacademicaspro.com/)

Te **acompanamos** en todo tu proceso educativo en **pregrados y postgrados **en ciencias exactas, ingenierias, economia. **Somos lideres **en el sector educativo desde hace **11 anos**.

**!Deja tu educacion en manos expertas!**",05/21/2025 065034 PM,1360765094975083.0,,,,,female
1360763538308572,Lider Universitario,**LIDERAZGO ACADEMICO S.A.S. WhatsApp-Telefono (57) 3132743352. Web: **[https://rubesala15.wixsite.com/website](https://rubesala15.wixsite.com/website)**.**,05/21/2025 064639 PM,1360763538308572.0,,,,,male
1360748141643445,Jackeline Tolosa,"Se arrienda habitacion amoblada y sin amoblar cerca a la Uis todos los servicios incluidos.
Inf 3013610520",05/21/2025 060642 PM,1360748141643445.0,,,,,female
1360746638310262,Cristian Bravo Martinez,"En venta excelentes auriculares inalambricos originales, estan sellados,  se dan el 150 mil negociables. Para mayor info al interno.",05/21/2025 060256 PM,1360746638310262.0,,,,,male
1360431911675068,Daniel Ballesteros,,05/21/2025 073339 AM,1360431911675068.0,,,,,male
1360414385010154,Karen Morelo,Escribeme aqui https://wa.link/9q9kq1 y pregunta sobre tus correcciones ,05/21/2025 070256 AM,1360414385010154.0,,,,,female
1360051781713081,Lau Fc,"amiguines, como hago el cambio de Tarjeta a Cedula en el sistema?",05/20/2025 060524 PM,1360051781713081.0,,,,,male
1360101951708064,Mart Fabian,"3203241499. Te ayudamos en parciales, proyectos, quiz, trabajos. Disponible yaaa",05/20/2025 081110 PM,1360101951708064.0,,,,,male
1360098071708452,Anonymous participant,"Cordialmente invitados a los que deseen participar en el municipio de Giron. 

Manana 3:00p.m.

Parque de las nieves, Giron.",05/20/2025 080141 PM,1360098071708452.0,,,,,anonymous
1360058098379116,Anonymous participant,"Buenas, queria saber si tienen informacion acerca de cupos universitarios cerca del campus Floridablanca",05/20/2025 062204 PM,1360058098379116.0,,,,,anonymous
1359978791720380,Soluciones Academicas,"**!Hola a todos!**

[https://wa.me/573506899469](https://wa.me/573506899469)

[https://www.solucionesacademicaspro.com/](https://www.solucionesacademicaspro.com/)

Te **acompanamos** en todo tu proceso educativo en **pregrados y postgrados **en ciencias exactas, ingenierias, economia. **Somos lideres **en el sector educativo desde hace **11 anos**.

**!Deja tu educacion en manos expertas!**",05/20/2025 030306 PM,1359978791720380.0,,,,,female
1359972121721047,PIZZA 10 Bucaramanga,"Carrera 25 # 9A-04 UIS 

Domi 3115231703 ",05/20/2025 024907 PM,1359972121721047.0,,,,,male
1359971495054443,Matematicas Andre,"Whatsapp 3142950342. Fin de semestre, te ayudamos en proyectos, parciales, quiz etc, en estadistica inferencial y descriptiva, calculo diferencial, integral, multivariado, ecuaciones diferenciales, algebra lineal etc.",05/20/2025 024739 PM,1359971495054443.0,,,,,male
1359481525103440,Aura Liliana Ramirez Arias,,05/19/2025 101142 PM,1359481525103440.0,,,,,female
1359458318439094,Soluc Claud,"Whatsapp 3203241499. Solucion de parciales, quiz, talleres, salva tus materias en este fin de semestre.",05/19/2025 092224 PM,1359458318439094.0,,,,,male
1359444025107190,Anonymous participant," **?Buscas planos impecables o modelado 3D de alta calidad?**
!Deja tu proyecto en manos expertas! 
 Trabajo en **AutoCAD y Revit** con precision, rapidez y excelente presentacion.",05/19/2025 085113 PM,1359444025107190.0,,,,,anonymous
1359338638451062,Anonymous participant,Algun grupo de WhatsApp donde hayan compraventa de segunda mano?,05/19/2025 041934 PM,1359338638451062.0,,,,,anonymous
1359334945118098,Daniela Rodriguez,"Ofrezco mi apoyo en la realizacion de talleres, monitorias. Tambien puedo ayudarte con la creacion de diapositivas, resumenes y articulos de investigacion.

https://wa.me/573027237083",05/19/2025 041030 PM,1359334945118098.0,,,,,female
1359303898454536,Yamith Caicedo,"Holaa chicos muy buenos dias, me encuentro en la entrada de la 27, pregunten por lo que no vean.
 Se hacen pinturas y artesanias de la coleccion de Minecraft. En un tiempo saldra la de Pokemon",05/19/2025 025204 PM,1359303898454536.0,,,,,female
1359296978455228,Carol Sanabria," *Chicos tenemos las mejores mini donas de la U junto con deliciosas obleas* 
Presentaciones de las donitas: 1, 4, 6 y 8 Donitas  
 *Toppings*: Fresa, Oreo, Chips de Chocolate , mani y chocorramo
 *Salsas*: Lecherita, chocolate, arequipe, mora y fresa

 *Precios*:  
- Presentacion de 1 trae 1 topping y 1 salsa: *$1.500*
- Presentacion de 4 trae 2 toppings y 2 salsas : *$5.000*
- Presentacion de 6 trae 3 toppings y 3 salsas : *$7.500*
- Presentacion de 8 trae 4 toppings y 5 salsas : *$10.000*

*Obleas*
Gran variedad de combinaciones desde $3.000 hasta $5.000
Ven y antojate 
 

 *Estamos frente a biblioteca y hacemos Domis por toda la U*",05/19/2025 023639 PM,1359296978455228.0,,,,,female
1359294995122093,Yeyo Shesho,"Hola, estoy vendiendo esta chaqueta de tela para chica, es talla S, precio 60k negociables, tambien recibo nequi, info al dm, muchas graciasc:",05/19/2025 023207 PM,1359294995122093.0,,,,,male
1359115835140009,Anonymous participant,Busco habitacion amoblada en apartamento o en casa pero con pocas personas. Urgente.,05/19/2025 085732 AM,1359115835140009.0,,,,,anonymous
1359277675123825,Luisa Sanchez,,05/19/2025 015316 PM,1359277675123825.0,,,,,female
1358603145191278,Jeider,"!Demos la bienvenida a los nuevos miembros del grupo!
Abece Def,
Sofia Manrrique,
Miguel Espejo,
Johanna Corredor,
Reconecta Recolectora Leon,
Chuii Carrero,
Stefany,
Liliana Arenas,
Mafe Rojas,
Juan Andres Fernandez Vargas,
Diego Perez Manrique,
Sergio Jaimes,
Diego Pinzon,
Justin A. Monsalve,
Ricardo Matheo Vergel,
Patricia Morales,
Johanna Gonzalez,
Darling Maldonado,
Brayan Quiroga,
Roger Hernandez,
Saul Diaz,
Plazoleta U,
Marisol Mirada,
Jian Sanchez,
Valentina Mendoza,
Emily Pinzon,
Lenin Camilo Ferreira,
Jeronimo Caro,
Emersson Mora,
Stiven Ruiz,
Valentina Pereira,
Leysa Toloza,
Julian Mauricio Rizo Gomez,
Sebastian Gil,
Javier Camacho,
Juan Pablo Centeno Vanegas,
Kevin Munoz,
Santiago Gelvez,
Felipe Andres Cediel Carreno,
P Duban Moreno,
Diego Quintero,
Claribel Gamboa Jimenez,
Camilo Rojas,
Cesar David Jimenez,
Cristian Bravo Martinez,
Mario Hernan Vallejo,
Javii Smith,
Edny Mariana F Ch,
Maria Osorio,
William Zuniga Mora,
Alexander Mendez,
Marcela Lizarazo,
Alejandro Navarro Luna,
Denis Munoz,
Luis Mantilla,
Franklin Henry Gonzalez,
Sofia Ardila,
Sofia Porras,
Hary Moreno,
Karen Chanaga,
Andres Valencia Parra,
Gineth Adriana Oliveros,
Mariana Parra,
David Amaya,
Lorena Pedraza,
Carlos Beltran,
William Alquichire,
Gladys Hernandez,
Camilo Andres Mendoza Suarez,
Kevin David,
Omar David Ochoa Remolina,
Luis Hernandez,
Steven Rico,
Edgar Florez,
Beckham Chaparro Solano,
Loraine Ruiz,
Frank Ardila,
Ying Su Ying Su ,
Bella Dur Miente,
Angelica Patino,
Fernando Rojas,
Laura Natali,
Ivonne Quintero,
Luis David Galviz Balcucho,
Paula Hernandez,
Rafael Antonio Herrera Mesa,
Gabriela Sanchez,
Angy Chacon,
Wilmer Florez,
Jads House,
Andres Gomez,
Luis Echeverria,
Alejandro Santamaria,
Santiago,
Jhon Suarez,
Andres Patino,
Yaneth S. Oviedo,
Angie Cardenas,
Zapata Leidy,
Luisa Fernanda Sanabria,
Tayne Mauricio,
Patroller Patroller,
Michael Guevara,
Yeimar,
Sofia Valencia Duran,
Gloria Mendez,
Beatriz Abril,
Lucia Castillo,
Michell Gama,
Angel Villamizar,
Maria Paula Ortiz,
Jason Valenzuela,
David Castro,
Cesar Florez,
Wilfix,
Ronal de Freitas,
Andreina Amaya,
Brayan Julian Nino,
Jose Gregorio Garcia,
Juratena Duarte,
Jerson Johan Jerez Vargas,
Catalina Quintero,
Marco Gonzalez,
Ela Perez,
Estefany Silva,
Santiago Romero,
Daniel Lievano,
Sebastian Duarte Bautista,
Valentina Blanco,
Gerson Rincon,
Salas Huaman,
Lud Rodriguez,
M&A Aurora LEGAL GROUP,
Samir Saah Diaz,
Natali Bernal,
Sara Blanco,
Akiko Akiyama,
Janeth Jurado,
Juan David Martinez,
Carmela Noguera,
Isnardo Uribe Jaimes,
Sebastian Acosta,
Karla Guerra,
Nicolas Barrera,
Rosita Sarnigui,
Danna Cardozo,
Maria Joya,
Nicolas Vargas,
Lida Estevez,
Daniela Trigos,
Javier Guevara,
Vidal Angarita Osma,
Daniela Gonzalez,
Jaider Puentes,
Karolix,
Ximena Mosquera Vanegas,
Diana Pinto,
Junior Duarte,
Alberto,
Gabriela Ochoa Ramirez,
Natalia Murillo,
Rayo Andres,
Marcela Vargas,
Sebastian Lozano,
Rogers Charris,
Sebastian Nino,
Diva Trinidad Cuellar Mora,
Maura Olave,
Andres Perez,
Sebastian Duran,
Valeria Forero,
Karo Silva,
Andres Villamizar T,
Celestino Quintero,
Monica Penaloza,
Danna Mora,
Daniel Rincon,
Yuly Marcelita Jerez,
Mauricio Ortiz,
Meliza Moreno,
Andres Ardila,
Camilo Castro Caro,
Cuentaderespaldo Octagesimanovena,
Ashley Chinome,
Valentina,
Julio Pachon,
Gaby Michell,
Andrea Parra,
Academicos SA,
Maria Paula Silva Manrique,
Gabriela Rios,
Clarivel Vega Jurado,
Leonardo Merchan,
La Esquina Del Sabor,
Martha Villabona,
Jesus Parra,
Daniela Rueda,
Mara Jose,
Luz Angela Sanchez,
Lesly Tatiana Quintero,
Sara Rodriguez,
Carmen Aguillon,
Niela Quintero,
Katherine Corzo,
Andres Gutierrez,
Sofia Sosa,
Silvia Juliana Devia Benitez,
Farid Amaya,
Laura Chaparro,
Juan Diego Castro,
Laura Barrios,
Jennifer Pineda,
Camila Castillo,
Jonatan Arias,
Linny,
Santiago Barrera,
Hugo Boss,
William Carvajal,
Tatiana Herrera,
Angie Amaya,
Santiago Garcia,
Jeicor Florez,
Valery Suarez,
Juan Pablo Gamba,
Sofia Quevedo,
Carlos Jose Manzilla,
Luisa Munoz,
Katerine Salamanca,
Janner Trujillo,
Caro Archila,
Andres Martinez,
Maria Jose Carrillo,
Gabriela Munoz,
7semillas,
Caroll Martelo,
Karen Manrique,
Sofi,
Jeferson Galindo,
Nicolas Andres Ramirez,
Ernesto Arenas Santos,
Keidy Vanessa,
Angelica Reyes,
Raul Alberto Cedron Gonzalez,
Valentina Portilla,
Jose Luis Mejia Villamizar,
Sofia Duarte",05/19/2025 015132 PM,1358603145191278.0,,,,,male
1359275638457362,Karen Romero,"Luce unas unas hermosas 

poligel 55
acrilicas 55
press on 45
bano acrilico 45
semipermanente 30-35

3166714898

https://www.instagram.com/karenromero6354?igsh=MTVsbHV1dTJvc3FtMw%3D%3D&utm_source=qr

Bucaramanga 
No domicilios",05/19/2025 014908 PM,1359275638457362.0,,,,,female
1359218225129770,Anonymous participant,Pongan numero gente que venda comida a domicilio en la uis,05/19/2025 120430 PM,1359218225129770.0,,,,,anonymous
1359115961806663,Anonymous participant,Busco habitacion amoblada en apartamento o en casa pero con pocas personas. Urgente.,05/19/2025 085746 AM,1359115961806663.0,,,,,anonymous
1359183965133196,Lucia Benites,"Zoe es una hermosa perrita, que esta buscando un hogar responsable que quiera darle mucho amor y los cuidados que se merece,  tiene un ano  aproximadamente, sus antiguos duenos la mantenian amarrada y al cambiar de residencia la dejaron abandonada. Zoe es muy carinosa, noble y juguetona.  Se encuentra en optimas condiciones para ser adoptada  Wpp: 321 334 0991.",05/19/2025 110026 AM,1359183965133196.0,,,,,female
1359151091803150,Jackeline Tolosa,"Se arrienda habitacion amoblada y sin amoblar cerca a la Uis, todos los servicios incluidos. 
Inf 3013610520",05/19/2025 100058 AM,1359151091803150.0,,,,,female
1359142571804002,Maortz Ortz,"Elaboracion de TFM

Tesis de grado

Tesina 

Monografia de grado , investigacion academico 

Articulo cientifico de cuartiles Q1 Q2 Q3 Q4 y A1y A2 para publicar en revista publindex a nivel nacional e internacional 

Asesorias academicas y psicologia 

Articulo de investigacion de grado publicacion academico y cientifico 

Proyecto de tesis , aula, corporativo, investigacion, publicacion,grado 

Talleres 

Trabajos 

PLANEADORES de clase 

Infografia

 linea de tiempo 

MAPAs conceptual y mental 

Cuadros sinopticos y COMPARATIVOS 

Para mas informacion al WhatsApp +573138885054",05/19/2025 094615 AM,1359142571804002.0,,,,,male
1359141848470741,Maortz Ortz,"Elaboracion de TFM

Tesis de grado

Tesina 

Monografia de grado , investigacion academico 

Articulo cientifico de cuartiles Q1 Q2 Q3 Q4 y A1y A2 para publicar en revista publindex a nivel nacional e internacional 

Asesorias academicas y psicologia 

Articulo de investigacion de grado publicacion academico y cientifico 

Proyecto de tesis , aula, corporativo, investigacion, publicacion,grado 

Talleres 

Trabajos 

PLANEADORES de clase 

Infografia

 linea de tiempo 

MAPAs conceptual y mental 

Cuadros sinopticos y COMPARATIVOS 

Para mas informacion al WhatsApp +573138885054",05/19/2025 094501 AM,1359141848470741.0,,,,,male
1359070581811201,Daniel Ballesteros,,05/19/2025 073342 AM,1359070581811201.0,,,,,male
1359068035144789,Juan Pablo Bernal Gaitan,"INTER ROSCAS DE TENIS DE MESA 

Inicia el jueves 22 de mayo a las 11:59 am, los participantes que clasifiquen en sus grupos tambien jugaran el dia viernes 23 de mayo a la misma hora.

INSCRIPCIONES: Estaran abiertas hasta el dia miercoles 21 de mayo, en el siguiente link

https://forms.gle/gfUaxHE83GewoxNi8",05/19/2025 072926 AM,1359068035144789.0,,,,,male
1359050321813227,Miyeth KaSe,"Contamos con Profes en todas las materias para que no te pase esto. Para apoyarte en todas tus actividades academicas. 

Escribenos y cotiza con nosotros. 

Link de whatsapp:
https://wa.me/message/ITT7BF2GT2V4D1
Instagram:
https://www.instagram.com/ayuda_parciales?igsh=MTB1ZmEwMHRjdmhzaQ==
Facebook:
https://www.facebook.com/share/nchyge3LV86RS5jd/?mibextid=qi2Omg
TIK tok:
https://www.tiktok.com/@ayudando.estudiantes...
Canal de YouTube:
https://youtube.com/@Matematicasyfisicacontilde...",05/19/2025 065732 AM,1359050321813227.0,,,,,male
1357810208603905,Tatiana Herrera,Mayor informacion 301 4540369,05/17/2025 110504 AM,1357810208603905.0,,,,,female
1357805715271021,Jeicor Florez,"Se hacen modulos de Lectimus, rapido y con buena nota asegurada. Escribeme al 3045590847 para mas informacion.",05/17/2025 105700 AM,1357805715271021.0,,,,,male
1357794525272140,Harry Blackburn,"Chat con Emily:

https://chat.whatsapp.com/LpVlrE1CfIV5s5urDVlcYr

UIS English Club:

https://chat.whatsapp.com/GGRByg0lMiEEU7QwBeNGtW

Hola, una amiga de Taiwan quiere aprender espanol, se llama Emily, tiene 26 anos, de Taiwan, pero vive en California y esta emocionada por aprender espanol. Habla ingles, asi que pueden hablarle en el idioma que te sientas mas comodo. Creamos un grupo llamado ""Chat con Emily"" para que puedan chatear con ella, practicar idiomas y compartir un rato.",05/17/2025 103707 AM,1357794525272140.0,,,,,male
1357456258639300,Santiago Barrera,"Se vende patineta electrica vett sett 8
Poco uso 3142354211",05/16/2025 112305 PM,1357456258639300.0,,,,,male
1357456205305972,Yury Romero,"Elaboracion de trabajos universitarios, normas APA, Vancouver, Icontec. Numero de contacto: 3228423661.",05/16/2025 112259 PM,1357456205305972.0,,,,,female
1357425185309074,Jonatan Arias,"Hola,

Hoy de marica bote mi billetera y los papeles de la moto 

Era una billetera negra y una carterita con papeles de una MRX ARIZONA 200 

No se ni donde terminaron pq los bote manejando por la ciudad 

La billetera tiene documentos a nombre de Jonatan arias, tenia luca pero lo que me importa son los papeles

La carterita con papeles de la moto esta a nombre de Cecilia landazabal 

Cualquier cosa que sepan porfa escribirme 

Fotos de Mailo Pa llamar la atencion porque no tengo fotos de la billetera ni los papeles",05/16/2025 101748 PM,1357425185309074.0,,,,,male
1357326948652231,Laura Chaparro,,05/16/2025 063133 PM,1357326948652231.0,,,,,female
1357072882010971,La Esquina Del Sabor,"Buenos dias companeros.
Saben de algun lugar donde vendan uniformes para el personal de la salud.
Gracias.",05/16/2025 084627 AM,1357072882010971.0,,,,,female
1357312478653678,Sara Rodriguez,"Holis, chicxs se me perdio un par de estos aretes. Le invito un speed Max si alguien lo encuentra. Gracias ",05/16/2025 054800 PM,1357312478653678.0,,,,,female
1357240885327504,Granja Cunicula Aljibes,,05/16/2025 023650 PM,1357240885327504.0,,,,,female
1357240718660854,Daniela Rodriguez,"Ofrezco mi apoyo en la realizacion de talleres, monitorias. Tambien puedo ayudarte con la creacion de diapositivas, resumenes y articulos de investigacion.

https://wa.me/573027237083",05/16/2025 023624 PM,1357240718660854.0,,,,,female
1357220098662916,Valentina Cruz,"Muy buenos dias 

No se queden sin probar los deliciosos productos de hoy: tinto de panela; Coca-Cola pet 250; donas de mora, chantilly o arequipe; glorias hojaldradas de arequipe con queso; dedos de queso; empanadas pollo queso, mexicanas (Pollo, maiz tierno y salsa mexicana) , criollas (Carne, maiz tierno, madurito y salchicha) , mixtas (arroz, carne y pollo) de trigo y de yuca; pasteles pollo queso, pollo jamon y mexicano

Estoy en las mesitas exteriores de mecanica, pero tengo domicilios ",05/16/2025 014509 PM,1357220098662916.0,,,,,female
1357144192003840,Jean Carlos Pardo,"Potencia tu bienestar de forma natural!
En nuestro catalogo online encontraras todo lo que necesitas para cuidar tu cuerpo y rendir al maximo:

Proteinas naturales: ideales para la recuperacion muscular y aumentar tu masa magra.

Vitaminas: fortalecen tu sistema inmunologico y te llenan de energia cada dia.

Preentrenos: activa tu cuerpo y mente antes de entrenar, para rendir al 100%.

Colagenos: cuida tu piel, articulaciones y huesos desde adentro.

Todo 100% natural y de excelente calidad, paga al tenerlo en tus manos!

Compra facil y cerca de ti, transforma tu salud hoy mismo.

https://selfchangeproductos.wordpress.com/

WhatsApp:
https://wa.me/message/NG7Y6M34NVSIB1",05/16/2025 110810 AM,1357144192003840.0,,,,,male
1357131585338434,Carol Sanabria," *Chicos tenemos las mejores mini donas de la U junto con deliciosas obleas* 
Presentaciones de las donitas: 1, 4, 6 y 8 Donitas  
 *Toppings*: Fresa, Oreo, Chips de Chocolate , mani y chocorramo
 *Salsas*: Lecherita, chocolate, arequipe, mora y fresa

 *Precios*:  
- Presentacion de 1 trae 1 topping y 1 salsa: *$1.500*
- Presentacion de 4 trae 2 toppings y 2 salsas : *$5.000*
- Presentacion de 6 trae 3 toppings y 3 salsas : *$7.500*
- Presentacion de 8 trae 4 toppings y 5 salsas : *$10.000*

*Obleas*
Gran variedad de combinaciones desde $3.000 hasta $5.000
Ven y antojate 
 

 *Estamos en las mesas exteriores de mecanica frente a biblioteca y hacemos domis por toda la U*",05/16/2025 104325 AM,1357131585338434.0,,,,,female
1357059308678995,Clarivel Vega Jurado,"Buenos dias.
Estoy buscando a alguien con conocimientos en dibujo asistido por computador, especificamente en el manejo del software SolidWorks, para realizar el modelo CAD de una silla de ruedas de rugby.
Trabajo remunerado.
Si estas interesado o deseas mas informacion, por favor comunicate al 314 217 8976.",05/16/2025 081859 AM,1357059308678995.0,,,,,female
1356596115391981,Anonymous participant,"Trabajos para Universidad y maestria de calidad.

Soy un profesor de Filosofia a quien le gusta la escritura y apasionado por el lenguaje, pongo mi talento a tu disposicion para que logres tus metas profesionales con el merito que te mereces.

Realizo asesorias para tesis, ensayos y todo tipo de trabajo para pre-grado, maestria o doctorado.

Contacto: 310 696 6618

Jorge Delmar, tu redactor profesional.

[#TesisColombia](https://www.facebook.com/hashtag/tesiscolombia?__eep__=6&__cft__%5b0%5d=AZX_yu1Xvye7vPz4u0DSkSeVY4fLsruUVjPlvRuCQCnclYR982SH8wxtzClgtnPxBk0bSV_yXh3g4_r4CRBRi200MVtBqL_wwXMJbhvtclK2xEiHe0kxDuITs64flxQQTkoNezWKoSxDW54AZjAJloUEqen3qruXleznDYuq9X0P4qJLvOyfWWfJfT_JalIQi-k&__tn__=*NK-R) [#TrabajosUniversitarios](https://www.facebook.com/hashtag/trabajosuniversitarios?__eep__=6&__cft__%5b0%5d=AZX_yu1Xvye7vPz4u0DSkSeVY4fLsruUVjPlvRuCQCnclYR982SH8wxtzClgtnPxBk0bSV_yXh3g4_r4CRBRi200MVtBqL_wwXMJbhvtclK2xEiHe0kxDuITs64flxQQTkoNezWKoSxDW54AZjAJloUEqen3qruXleznDYuq9X0P4qJLvOyfWWfJfT_JalIQi-k&__tn__=*NK-R) [#TesisDePostgrado](https://www.facebook.com/hashtag/tesisdepostgrado?__eep__=6&__cft__%5b0%5d=AZX_yu1Xvye7vPz4u0DSkSeVY4fLsruUVjPlvRuCQCnclYR982SH8wxtzClgtnPxBk0bSV_yXh3g4_r4CRBRi200MVtBqL_wwXMJbhvtclK2xEiHe0kxDuITs64flxQQTkoNezWKoSxDW54AZjAJloUEqen3qruXleznDYuq9X0P4qJLvOyfWWfJfT_JalIQi-k&__tn__=*NK-R) [#tesisdoctoral](https://www.facebook.com/hashtag/tesisdoctoral?__eep__=6&__cft__%5b0%5d=AZX_yu1Xvye7vPz4u0DSkSeVY4fLsruUVjPlvRuCQCnclYR982SH8wxtzClgtnPxBk0bSV_yXh3g4_r4CRBRi200MVtBqL_wwXMJbhvtclK2xEiHe0kxDuITs64flxQQTkoNezWKoSxDW54AZjAJloUEqen3qruXleznDYuq9X0P4qJLvOyfWWfJfT_JalIQi-k&__tn__=*NK-R) [#TesisDePregrado](https://www.facebook.com/hashtag/tesisdepregrado?__eep__=6&__cft__%5b0%5d=AZX_yu1Xvye7vPz4u0DSkSeVY4fLsruUVjPlvRuCQCnclYR982SH8wxtzClgtnPxBk0bSV_yXh3g4_r4CRBRi200MVtBqL_wwXMJbhvtclK2xEiHe0kxDuITs64flxQQTkoNezWKoSxDW54AZjAJloUEqen3qruXleznDYuq9X0P4qJLvOyfWWfJfT_JalIQi-k&__tn__=*NK-R) [#tesisdegrado](https://www.facebook.com/hashtag/tesisdegrado?__eep__=6&__cft__%5b0%5d=AZX_yu1Xvye7vPz4u0DSkSeVY4fLsruUVjPlvRuCQCnclYR982SH8wxtzClgtnPxBk0bSV_yXh3g4_r4CRBRi200MVtBqL_wwXMJbhvtclK2xEiHe0kxDuITs64flxQQTkoNezWKoSxDW54AZjAJloUEqen3qruXleznDYuq9X0P4qJLvOyfWWfJfT_JalIQi-k&__tn__=*NK-R) [#redaccionprofesional](https://www.facebook.com/hashtag/redaccionprofesional?__eep__=6&__cft__%5b0%5d=AZX_yu1Xvye7vPz4u0DSkSeVY4fLsruUVjPlvRuCQCnclYR982SH8wxtzClgtnPxBk0bSV_yXh3g4_r4CRBRi200MVtBqL_wwXMJbhvtclK2xEiHe0kxDuITs64flxQQTkoNezWKoSxDW54AZjAJloUEqen3qruXleznDYuq9X0P4qJLvOyfWWfJfT_JalIQi-k&__tn__=*NK-R) [#correcciondetextos](https://www.facebook.com/hashtag/correcciondetextos?__eep__=6&__cft__%5b0%5d=AZX_yu1Xvye7vPz4u0DSkSeVY4fLsruUVjPlvRuCQCnclYR982SH8wxtzClgtnPxBk0bSV_yXh3g4_r4CRBRi200MVtBqL_wwXMJbhvtclK2xEiHe0kxDuITs64flxQQTkoNezWKoSxDW54AZjAJloUEqen3qruXleznDYuq9X0P4qJLvOyfWWfJfT_JalIQi-k&__tn__=*NK-R) [#AsesoriaDeTesis](https://www.facebook.com/hashtag/asesoriadetesis?__eep__=6&__cft__%5b0%5d=AZX_yu1Xvye7vPz4u0DSkSeVY4fLsruUVjPlvRuCQCnclYR982SH8wxtzClgtnPxBk0bSV_yXh3g4_r4CRBRi200MVtBqL_wwXMJbhvtclK2xEiHe0kxDuITs64flxQQTkoNezWKoSxDW54AZjAJloUEqen3qruXleznDYuq9X0P4qJLvOyfWWfJfT_JalIQi-k&__tn__=*NK-R)",05/15/2025 013032 PM,1356596115391981.0,,,,,anonymous
1356592858725640,Jeison Stiven Castaneda Gutierrez,"Se encontraron unas llaves de moto en canchas, cerca de area de voley.",05/15/2025 012245 PM,1356592858725640.0,,,,,male
1356587418726184,Valeria Rojas,"!Buenas noches companeros!
Se vienen las vacaciones... ?ya sabes que plan tienes?

Por solo $10.000 puedes ganarte un fin de semana de finca para que te escapes con quien quieras:
?Con tu pareja? Perfecto.
?Con tus amigos? !Mejor aun!
Puedes disfrutarlo solo, en pareja o llevar hasta 12 personas sin costo extra. !Tu decides con quien pasarla brutal!

Incluye:

Piscina 

Asador y horno de pizza 

Cocina de lena 

Minitejo y billar 

Parlante para armar la fiesta 

Zona de fogata bajo las estrellas 

La rifa juega el 31 de mayo con los ultimos dos digitos de la Loteria de Boyaca.

!Por solo $10.000 puedes ganar un planazo en medio de la naturaleza, relax y mucha diversion!

Mira la finca en Instagram:
https://www.instagram.com/fincavilladila/profilecard/?igsh=MW1kbGc3c2o0dm81aQ==

!No te quedes sin tu numero, por menos de lo que te vale un almuerzo puedes vivir un finde inolvidable!",05/15/2025 011158 PM,1356587418726184.0,,,,,female
